     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
      5120,        20,         0,   0.083,herald_mwpm,598619793ab11a84ccb4ee6e10f9a4c8d0ae0be55919733e28dc416913cee39e,"{""config"":""erasure_r50"",""d"":3,""p"":0.0031622776601683794,""r_e"":0.5,""rounds"":3}",
     19855,       148,         0,   0.025,blind_mwpm,4c503f3c76e54b751adbefc19fdfdef8fdb50bc20f5fb283019306400dc4fc2d,"{""config"":""erasure_r50"",""d"":3,""p"":0.0031622776601683794,""r_e"":0.5,""rounds"":3}",
      6144,        14,         0,   0.083,herald_mwpm,ad0bfc571e2ef2f58042f8be2a3eb605d1fa4bdb0eaf50e9841bf0e57d0c2158,"{""config"":""erasure_r50"",""d"":3,""p"":0.0021544346900318843,""r_e"":0.5,""rounds"":3}",
      9216,         9,         0,   0.085,herald_mwpm,162b3b6367bfdac10954b563c3b03050cdc3e4d9581f9d29d0322c5fef08dccf,"{""config"":""erasure_r50"",""d"":3,""p"":0.0014677992676220691,""r_e"":0.5,""rounds"":3}",
      2048,        19,         0,   0.038,herald_mwpm,0f67d4a0aef5877821a362e2876801206bf3de966d13a40481ccc12e10a57b9b,"{""config"":""erasure_r50"",""d"":3,""p"":0.004641588833612777,""r_e"":0.5,""rounds"":3}",
       273,         1,         0,   0.015,herald_mwpm,929134d426beed9ec3b9e31e207c6aff5280bdec2c25203384a483f16f00495c,"{""config"":""erasure_r50"",""d"":3,""p"":0.006812920690579608,""r_e"":0.5,""rounds"":3}",
      4369,       144,         0,   0.007,blind_mwpm,75f2ca05d4149d80fc673bed2fbff1c9c27b6fc92a87991fd34dadb470e59e94,"{""config"":""erasure_r50"",""d"":3,""p"":0.006812920690579608,""r_e"":0.5,""rounds"":3}",
      8192,       263,         0,   0.014,blind_mwpm,75f2ca05d4149d80fc673bed2fbff1c9c27b6fc92a87991fd34dadb470e59e94,"{""config"":""erasure_r50"",""d"":3,""p"":0.006812920690579608,""r_e"":0.5,""rounds"":3}",
      1024,        23,         0,   0.027,herald_mwpm,929134d426beed9ec3b9e31e207c6aff5280bdec2c25203384a483f16f00495c,"{""config"":""erasure_r50"",""d"":3,""p"":0.006812920690579608,""r_e"":0.5,""rounds"":3}",
     11264,       397,         0,   0.020,blind_mwpm,75f2ca05d4149d80fc673bed2fbff1c9c27b6fc92a87991fd34dadb470e59e94,"{""config"":""erasure_r50"",""d"":3,""p"":0.006812920690579608,""r_e"":0.5,""rounds"":3}",
